"COUNTYFP","YEAR","County_Name","Facility_withdrawal_mg","Mean_Coeff","Unreported_Coeff_Based"
800,2009,"SUFFOLK CITY",136.7,0.739495119822749,101.09
1,2010,"ACCOMACK",3325.996681,0.433555704694594,1442
7,2010,"AMELIA",67,9.47046531782232,634.52
15,2010,"AUGUSTA",622.107,3.50940304845818,2183.22
31,2010,"CAMPBELL",22.484,2.1076279298765,47.39
33,2010,"CAROLINE",1183.863125,0.939539274710447,1112.29
36,2010,"CHARLES CITY",247.16,7.88173475609148,1948.05
37,2010,"CHARLOTTE",10.1,16.5220574715091,166.87
41,2010,"CHESTERFIELD",37.05,2.1458914536244,79.51
43,2010,"CLARKE",62.1,2.81200919924463,174.63
47,2010,"CULPEPER",147.502,17.9027531604714,2640.69
53,2010,"DINWIDDIE",29.554526,26.2272198173845,775.13
57,2010,"ESSEX",311.73,-0.563346159327348,-175.61
63,2010,"FLOYD",18.09,0.338022551053512,6.11
67,2010,"FRANKLIN",2,37.9771380186283,75.95
69,2010,"FREDERICK",12,14.0392552912008,168.47
81,2010,"GREENSVILLE",40.841,2.5129200773035,102.63
83,2010,"HALIFAX",7.165,205.49750461966,1472.39
85,2010,"HANOVER",732.666278,3.32687745927574,2437.49
87,2010,"HENRICO",2.2309,-1,-2.23
93,2010,"ISLE OF WIGHT",86.5,13.6411628324045,1179.96
97,2010,"KING AND QUEEN",326.15,-0.243257516355705,-79.34
99,2010,"KING GEORGE",179.86,0.556703101239541,100.13
101,2010,"KING WILLIAM",925.226,3.31877773881157,3070.62
107,2010,"LOUDOUN",33.229356,191.683282493288,6369.51
111,2010,"LUNENBURG",7.805,49.7066835799955,387.96
119,2010,"MIDDLESEX",24.6,8.50120598404053,209.13
121,2010,"MONTGOMERY",64.82,4.04705957155143,262.33
125,2010,"NELSON",401.27,0.207809112500824,83.39
127,2010,"NEW KENT",108.73,9.16176371829938,996.16
131,2010,"NORTHAMPTON",595.271395,4.51761404479922,2689.21
139,2010,"PAGE",31.393,5.34483097272663,167.79
143,2010,"PITTSYLVANIA",15.39507,46.1985613525427,711.23
145,2010,"POWHATAN",5.4,57.1953169121042,308.85
165,2010,"ROCKINGHAM",628.1251,8.0450354910328,5053.29
171,2010,"SHENANDOAH",87.725,11.8304519974572,1037.83
175,2010,"SOUTHAMPTON",320.0703,11.0434849336055,3534.69
177,2010,"SPOTSYLVANIA",9.85,55.778916572181,549.42
181,2010,"SURRY",87.089,14.1589441033161,1233.09
183,2010,"SUSSEX",167.27,11.4940687074363,1922.61
193,2010,"WESTMORELAND",299.234,0.799417668435908,239.21
550,2010,"CHESAPEAKE CITY",1.533239,33.4573512502287,51.3
800,2010,"SUFFOLK CITY",130,0.739495119822749,96.13
1,2011,"ACCOMACK",2912.499712,0.433555704694594,1262.73
7,2011,"AMELIA",63.5,9.47046531782232,601.37
15,2011,"AUGUSTA",646.28625,3.50940304845818,2268.08
19,2011,"BEDFORD",11.5149,8.02410256108611,92.4
31,2011,"CAMPBELL",54.349,2.1076279298765,114.55
33,2011,"CAROLINE",680.9,0.939539274710447,639.73
36,2011,"CHARLES CITY",353.15,7.88173475609148,2783.43
37,2011,"CHARLOTTE",15.9,16.5220574715091,262.7
41,2011,"CHESTERFIELD",32.45,2.1458914536244,69.63
43,2011,"CLARKE",42.2,2.81200919924463,118.67
47,2011,"CULPEPER",205.12,17.9027531604714,3672.21
53,2011,"DINWIDDIE",16.664,26.2272198173845,437.05
57,2011,"ESSEX",278.82,-0.563346159327348,-157.07
63,2011,"FLOYD",16.56,0.338022551053512,5.6
69,2011,"FREDERICK",10,14.0392552912008,140.39
81,2011,"GREENSVILLE",27.27,2.5129200773035,68.53
83,2011,"HALIFAX",3.092,205.49750461966,635.4
85,2011,"HANOVER",465.1945,3.32687745927574,1547.65
87,2011,"HENRICO",1.9278,-1,-1.93
93,2011,"ISLE OF WIGHT",40.315,13.6411628324045,549.94
97,2011,"KING AND QUEEN",134.53,-0.243257516355705,-32.73
99,2011,"KING GEORGE",172.54,0.556703101239541,96.05
101,2011,"KING WILLIAM",439.704,3.31877773881157,1459.28
107,2011,"LOUDOUN",32.661098,191.683282493288,6260.59
111,2011,"LUNENBURG",3.8123,49.7066835799955,189.5
119,2011,"MIDDLESEX",61.8,8.50120598404053,525.37
121,2011,"MONTGOMERY",42.83,4.04705957155143,173.34
125,2011,"NELSON",428.226,0.207809112500824,88.99
127,2011,"NEW KENT",49.382,9.16176371829938,452.43
131,2011,"NORTHAMPTON",1410.28676,4.51761404479922,6371.13
137,2011,"ORANGE",38,629.147573352573,23907.61
139,2011,"PAGE",33.46708,5.34483097272663,178.88
141,2011,"PATRICK",0.5,211.18,105.59
143,2011,"PITTSYLVANIA",42.67149,46.1985613525427,1971.36
145,2011,"POWHATAN",3.78,57.1953169121042,216.2
147,2011,"PRINCE EDWARD",3.1968,468.676448422044,1498.26
153,2011,"PRINCE WILLIAM",71.3,95.0700100528181,6778.49
165,2011,"ROCKINGHAM",375.030958,8.0450354910328,3017.14
171,2011,"SHENANDOAH",79.554,11.8304519974572,941.16
175,2011,"SOUTHAMPTON",241.2895,11.0434849336055,2664.68
177,2011,"SPOTSYLVANIA",8.505,55.778916572181,474.4
181,2011,"SURRY",29.74,14.1589441033161,421.09
183,2011,"SUSSEX",41.1,11.4940687074363,472.41
193,2011,"WESTMORELAND",241.49,0.799417668435908,193.05
550,2011,"CHESAPEAKE CITY",1.739638,33.4573512502287,58.2
800,2011,"SUFFOLK CITY",142.75,0.739495119822749,105.56
1,2012,"ACCOMACK",3414.518315,0.433555704694594,1480.38
7,2012,"AMELIA",85.5,9.47046531782232,809.72
15,2012,"AUGUSTA",424.6243,3.50940304845818,1490.18
19,2012,"BEDFORD",11.55,8.02410256108611,92.68
31,2012,"CAMPBELL",57.88,2.1076279298765,121.99
33,2012,"CAROLINE",792.39,0.939539274710447,744.48
36,2012,"CHARLES CITY",405.611,7.88173475609148,3196.92
37,2012,"CHARLOTTE",15.3,16.5220574715091,252.79
41,2012,"CHESTERFIELD",22.9,2.1458914536244,49.14
43,2012,"CLARKE",46.58,2.81200919924463,130.98
47,2012,"CULPEPER",93.1449,17.9027531604714,1667.55
53,2012,"DINWIDDIE",17.00596,26.2272198173845,446.02
57,2012,"ESSEX",351.4,-0.563346159327348,-197.96
63,2012,"FLOYD",21.1,0.338022551053512,7.13
81,2012,"GREENSVILLE",32.252,2.5129200773035,81.05
83,2012,"HALIFAX",2.139,205.49750461966,439.56
85,2012,"HANOVER",560.29,3.32687745927574,1864.02
87,2012,"HENRICO",100.69,-1,-100.69
93,2012,"ISLE OF WIGHT",5.75,13.6411628324045,78.44
97,2012,"KING AND QUEEN",246.17,-0.243257516355705,-59.88
99,2012,"KING GEORGE",216.35,0.556703101239541,120.44
101,2012,"KING WILLIAM",352.326,3.31877773881157,1169.29
107,2012,"LOUDOUN",0.4321,191.683282493288,82.83
111,2012,"LUNENBURG",6.76,49.7066835799955,336.02
119,2012,"MIDDLESEX",88.8,8.50120598404053,754.91
121,2012,"MONTGOMERY",65.645,4.04705957155143,265.67
125,2012,"NELSON",424.98,0.207809112500824,88.31
127,2012,"NEW KENT",56.3,9.16176371829938,515.81
131,2012,"NORTHAMPTON",881.646009,4.51761404479922,3982.94
137,2012,"ORANGE",11,629.147573352573,6920.62
139,2012,"PAGE",51.94,5.34483097272663,277.61
143,2012,"PITTSYLVANIA",27.140785,46.1985613525427,1253.87
145,2012,"POWHATAN",4,57.1953169121042,228.78
147,2012,"PRINCE EDWARD",0.05148,468.676448422044,24.13
153,2012,"PRINCE WILLIAM",47.42,95.0700100528181,4508.22
165,2012,"ROCKINGHAM",578.196,8.0450354910328,4651.61
171,2012,"SHENANDOAH",31.96,11.8304519974572,378.1
175,2012,"SOUTHAMPTON",159.7402,11.0434849336055,1764.09
177,2012,"SPOTSYLVANIA",10.2,55.778916572181,568.94
181,2012,"SURRY",22.35,14.1589441033161,316.45
183,2012,"SUSSEX",71.71,11.4940687074363,824.24
193,2012,"WESTMORELAND",380.14,0.799417668435908,303.89
800,2012,"SUFFOLK CITY",133.01,0.739495119822749,98.36
1,2013,"ACCOMACK",2455.9686,0.433555704694594,1064.8
15,2013,"AUGUSTA",272.9134,3.50940304845818,957.76
19,2013,"BEDFORD",11.55,8.02410256108611,92.68
31,2013,"CAMPBELL",62.55,2.1076279298765,131.83
33,2013,"CAROLINE",352.624,0.939539274710447,331.3
36,2013,"CHARLES CITY",164.02,7.88173475609148,1292.76
37,2013,"CHARLOTTE",6.75,16.5220574715091,111.52
41,2013,"CHESTERFIELD",20.6,2.1458914536244,44.21
43,2013,"CLARKE",42.88,2.81200919924463,120.58
47,2013,"CULPEPER",15.4677,17.9027531604714,276.91
53,2013,"DINWIDDIE",2.592,26.2272198173845,67.98
57,2013,"ESSEX",160.99,-0.563346159327348,-90.69
63,2013,"FLOYD",12.113,0.338022551053512,4.09
81,2013,"GREENSVILLE",26.56,2.5129200773035,66.74
83,2013,"HALIFAX",0.05,205.49750461966,10.27
85,2013,"HANOVER",387.737,3.32687745927574,1289.95
87,2013,"HENRICO",51.54,-1,-51.54
97,2013,"KING AND QUEEN",145.63,-0.243257516355705,-35.43
99,2013,"KING GEORGE",95.19,0.556703101239541,52.99
101,2013,"KING WILLIAM",175.069,3.31877773881157,581.02
107,2013,"LOUDOUN",0.1829,191.683282493288,35.06
119,2013,"MIDDLESEX",17.41,8.50120598404053,148.01
121,2013,"MONTGOMERY",26.69,4.04705957155143,108.02
125,2013,"NELSON",194.146221,0.207809112500824,40.35
127,2013,"NEW KENT",47.8,9.16176371829938,437.93
131,2013,"NORTHAMPTON",739.678419,4.51761404479922,3341.58
137,2013,"ORANGE",1.8,629.147573352573,1132.47
139,2013,"PAGE",25.65,5.34483097272663,137.09
145,2013,"POWHATAN",0.5,57.1953169121042,28.6
153,2013,"PRINCE WILLIAM",63.794,95.0700100528181,6064.9
165,2013,"ROCKINGHAM",189.61575,8.0450354910328,1525.47
171,2013,"SHENANDOAH",10,11.8304519974572,118.3
175,2013,"SOUTHAMPTON",65.13,11.0434849336055,719.26
177,2013,"SPOTSYLVANIA",0.07,55.778916572181,3.9
181,2013,"SURRY",11.2,14.1589441033161,158.58
183,2013,"SUSSEX",14.9,11.4940687074363,171.26
193,2013,"WESTMORELAND",834.9471,0.799417668435908,667.47
550,2013,"CHESAPEAKE CITY",0.006829,33.4573512502287,0.23
800,2013,"SUFFOLK CITY",103.86,0.739495119822749,76.8
1,2014,"ACCOMACK",3246.88297,0.433555704694594,1407.7
7,2014,"AMELIA",12.67,9.47046531782232,119.99
15,2014,"AUGUSTA",377.7,3.50940304845818,1325.5
19,2014,"BEDFORD",11.55,8.02410256108611,92.68
31,2014,"CAMPBELL",112.41,2.1076279298765,236.92
33,2014,"CAROLINE",810.633,0.939539274710447,761.62
36,2014,"CHARLES CITY",413.107,7.88173475609148,3256
37,2014,"CHARLOTTE",12.2,16.5220574715091,201.57
41,2014,"CHESTERFIELD",16.6,2.1458914536244,35.62
43,2014,"CLARKE",44.08,2.81200919924463,123.95
47,2014,"CULPEPER",44.5845,17.9027531604714,798.19
53,2014,"DINWIDDIE",12.72234832,26.2272198173845,333.67
57,2014,"ESSEX",311.47,-0.563346159327348,-175.47
63,2014,"FLOYD",19.19,0.338022551053512,6.49
81,2014,"GREENSVILLE",28.11,2.5129200773035,70.64
85,2014,"HANOVER",454.8596,3.32687745927574,1513.26
87,2014,"HENRICO",112.91,-1,-112.91
93,2014,"ISLE OF WIGHT",88.4,13.6411628324045,1205.88
97,2014,"KING AND QUEEN",318.88,-0.243257516355705,-77.57
99,2014,"KING GEORGE",160.32,0.556703101239541,89.25
101,2014,"KING WILLIAM",603.948,3.31877773881157,2004.37
107,2014,"LOUDOUN",3.894,191.683282493288,746.41
119,2014,"MIDDLESEX",118.98,8.50120598404053,1011.47
121,2014,"MONTGOMERY",34.245,4.04705957155143,138.59
125,2014,"NELSON",381.733,0.207809112500824,79.33
127,2014,"NEW KENT",67.087,9.16176371829938,614.64
131,2014,"NORTHAMPTON",848.864255,4.51761404479922,3834.84
137,2014,"ORANGE",1,629.147573352573,629.15
139,2014,"PAGE",21.35,5.34483097272663,114.11
143,2014,"PITTSYLVANIA",14.36,46.1985613525427,663.41
153,2014,"PRINCE WILLIAM",10.52,95.0700100528181,1000.14
165,2014,"ROCKINGHAM",369.2331,8.0450354910328,2970.49
171,2014,"SHENANDOAH",10.114,11.8304519974572,119.65
175,2014,"SOUTHAMPTON",170.44,11.0434849336055,1882.25
177,2014,"SPOTSYLVANIA",3.109,55.778916572181,173.42
181,2014,"SURRY",22.67,14.1589441033161,320.98
183,2014,"SUSSEX",50.75,11.4940687074363,583.32
193,2014,"WESTMORELAND",764.65,0.799417668435908,611.27
800,2014,"SUFFOLK CITY",111.68,0.739495119822749,82.59
1,2015,"ACCOMACK",3573.13335,0.433555704694594,1549.15
7,2015,"AMELIA",26.52,9.47046531782232,251.16
15,2015,"AUGUSTA",386.345,3.50940304845818,1355.84
19,2015,"BEDFORD",12.217,8.02410256108611,98.03
33,2015,"CAROLINE",553.253,0.939539274710447,519.8
36,2015,"CHARLES CITY",314.87,7.88173475609148,2481.72
37,2015,"CHARLOTTE",7.8,16.5220574715091,128.87
41,2015,"CHESTERFIELD",13.1,2.1458914536244,28.11
43,2015,"CLARKE",19.68,2.81200919924463,55.34
47,2015,"CULPEPER",41.828,17.9027531604714,748.84
53,2015,"DINWIDDIE",6.397,26.2272198173845,167.78
57,2015,"ESSEX",146.72,-0.563346159327348,-82.65
63,2015,"FLOYD",16.722,0.338022551053512,5.65
67,2015,"FRANKLIN",1,37.9771380186283,37.98
81,2015,"GREENSVILLE",34.6,2.5129200773035,86.95
83,2015,"HALIFAX",0.298,205.49750461966,61.24
85,2015,"HANOVER",450.0197,3.32687745927574,1497.16
87,2015,"HENRICO",167.37,-1,-167.37
93,2015,"ISLE OF WIGHT",78.2,13.6411628324045,1066.74
97,2015,"KING AND QUEEN",319.62036,-0.243257516355705,-77.75
99,2015,"KING GEORGE",80.22,0.556703101239541,44.66
101,2015,"KING WILLIAM",424.781,3.31877773881157,1409.75
107,2015,"LOUDOUN",7.732,191.683282493288,1482.1
119,2015,"MIDDLESEX",157.58,8.50120598404053,1339.62
121,2015,"MONTGOMERY",43.0552,4.04705957155143,174.25
125,2015,"NELSON",374.2,0.207809112500824,77.76
127,2015,"NEW KENT",10.1,9.16176371829938,92.53
131,2015,"NORTHAMPTON",804.809953,4.51761404479922,3635.82
137,2015,"ORANGE",2,629.147573352573,1258.3
139,2015,"PAGE",22.792,5.34483097272663,121.82
145,2015,"POWHATAN",1,57.1953169121042,57.2
153,2015,"PRINCE WILLIAM",9.99,95.0700100528181,949.75
165,2015,"ROCKINGHAM",258.2151,8.0450354910328,2077.35
171,2015,"SHENANDOAH",13.63,11.8304519974572,161.25
175,2015,"SOUTHAMPTON",160.031,11.0434849336055,1767.3
177,2015,"SPOTSYLVANIA",4.954,55.778916572181,276.33
181,2015,"SURRY",26.4,14.1589441033161,373.8
183,2015,"SUSSEX",79.306,11.4940687074363,911.55
193,2015,"WESTMORELAND",611.9352,0.799417668435908,489.19
550,2015,"CHESAPEAKE CITY",0.668579,33.4573512502287,22.37
800,2015,"SUFFOLK CITY",119.5,0.739495119822749,88.37
1,2016,"ACCOMACK",1841.99955,0.433555704694594,798.61
7,2016,"AMELIA",13.696,9.47046531782232,129.71
15,2016,"AUGUSTA",1009.7517,3.50940304845818,3543.63
19,2016,"BEDFORD",14.808,8.02410256108611,118.82
31,2016,"CAMPBELL",126.06,2.1076279298765,265.69
33,2016,"CAROLINE",544.816,0.939539274710447,511.88
36,2016,"CHARLES CITY",387.29,7.88173475609148,3052.52
37,2016,"CHARLOTTE",6,16.5220574715091,99.13
43,2016,"CLARKE",14.46,2.81200919924463,40.66
47,2016,"CULPEPER",60.2215,17.9027531604714,1078.13
53,2016,"DINWIDDIE",29.152,26.2272198173845,764.58
57,2016,"ESSEX",349.01,-0.563346159327348,-196.61
63,2016,"FLOYD",20.555,0.338022551053512,6.95
81,2016,"GREENSVILLE",36.3176,2.5129200773035,91.26
85,2016,"HANOVER",465.28314,3.32687745927574,1547.94
87,2016,"HENRICO",109.05,-1,-109.05
93,2016,"ISLE OF WIGHT",88.5,13.6411628324045,1207.24
97,2016,"KING AND QUEEN",279.188,-0.243257516355705,-67.91
99,2016,"KING GEORGE",197.865,0.556703101239541,110.15
101,2016,"KING WILLIAM",214.4602,3.31877773881157,711.75
107,2016,"LOUDOUN",7.159,191.683282493288,1372.26
119,2016,"MIDDLESEX",13.7,8.50120598404053,116.47
121,2016,"MONTGOMERY",46.9059,4.04705957155143,189.83
125,2016,"NELSON",371.41,0.207809112500824,77.18
127,2016,"NEW KENT",111.148,9.16176371829938,1018.31
131,2016,"NORTHAMPTON",491.872313,4.51761404479922,2222.09
137,2016,"ORANGE",0.7,629.147573352573,440.4
139,2016,"PAGE",25.71,5.34483097272663,137.42
145,2016,"POWHATAN",3.5,57.1953169121042,200.18
153,2016,"PRINCE WILLIAM",49.1,95.0700100528181,4667.94
165,2016,"ROCKINGHAM",332.261528,8.0450354910328,2673.06
171,2016,"SHENANDOAH",9.35,11.8304519974572,110.61
175,2016,"SOUTHAMPTON",149.6867,11.0434849336055,1653.06
177,2016,"SPOTSYLVANIA",0.287,55.778916572181,16.01
181,2016,"SURRY",34.79,14.1589441033161,492.59
183,2016,"SUSSEX",251.65,11.4940687074363,2892.48
193,2016,"WESTMORELAND",283.377,0.799417668435908,226.54
550,2016,"CHESAPEAKE CITY",0.855503,33.4573512502287,28.62
800,2016,"SUFFOLK CITY",130.55,0.739495119822749,96.54
1,2017,"ACCOMACK",1673.84777,0.433555704694594,725.71
7,2017,"AMELIA",9.343,9.47046531782232,88.48
15,2017,"AUGUSTA",175.66,3.50940304845818,616.46
19,2017,"BEDFORD",16.15,8.02410256108611,129.59
31,2017,"CAMPBELL",121.59,2.1076279298765,256.27
33,2017,"CAROLINE",543.92,0.939539274710447,511.03
36,2017,"CHARLES CITY",344.0851,7.88173475609148,2711.99
37,2017,"CHARLOTTE",15.35,16.5220574715091,253.61
43,2017,"CLARKE",16.56,2.81200919924463,46.57
47,2017,"CULPEPER",81.2651,17.9027531604714,1454.87
53,2017,"DINWIDDIE",31.129,26.2272198173845,816.43
57,2017,"ESSEX",340.34,-0.563346159327348,-191.73
63,2017,"FLOYD",31.672,0.338022551053512,10.71
81,2017,"GREENSVILLE",48.91836,2.5129200773035,122.93
85,2017,"HANOVER",583.82644,3.32687745927574,1942.32
87,2017,"HENRICO",97.14,-1,-97.14
93,2017,"ISLE OF WIGHT",71.1,13.6411628324045,969.89
97,2017,"KING AND QUEEN",418.6888,-0.243257516355705,-101.85
99,2017,"KING GEORGE",191.501113,0.556703101239541,106.61
101,2017,"KING WILLIAM",285.391,3.31877773881157,947.15
119,2017,"MIDDLESEX",22.39,8.50120598404053,190.34
121,2017,"MONTGOMERY",42.2739,4.04705957155143,171.08
125,2017,"NELSON",474.32,0.207809112500824,98.57
127,2017,"NEW KENT",24.19,9.16176371829938,221.62
131,2017,"NORTHAMPTON",529.24973,4.51761404479922,2390.95
139,2017,"PAGE",25.55,5.34483097272663,136.56
145,2017,"POWHATAN",4.3,57.1953169121042,245.94
153,2017,"PRINCE WILLIAM",14.541,95.0700100528181,1382.41
161,2017,"ROANOKE",0.75,-0.869806763285024,-0.65
165,2017,"ROCKINGHAM",254.245,8.0450354910328,2045.41
171,2017,"SHENANDOAH",36.38,11.8304519974572,430.39
175,2017,"SOUTHAMPTON",138.2595,11.0434849336055,1526.87
177,2017,"SPOTSYLVANIA",0.146,55.778916572181,8.14
181,2017,"SURRY",43.719,14.1589441033161,619.01
183,2017,"SUSSEX",195.364,11.4940687074363,2245.53
193,2017,"WESTMORELAND",321.7426,0.799417668435908,257.21
550,2017,"CHESAPEAKE CITY",0.896212,33.4573512502287,29.98
800,2017,"SUFFOLK CITY",111.95,0.739495119822749,82.79
