"COUNTYFP","YEAR","County_Name","Facility_withdrawal_mg","parm_Coeff","Unreported_Coeff_Based"
800,2009,"SUFFOLK CITY",136.7,0.0721104830078936,9.86
1,2010,"ACCOMACK",3325.996681,0.00498294580304673,16.57
7,2010,"AMELIA",67,0.565431654141752,37.88
15,2010,"AUGUSTA",622.107,0.111768446847221,69.53
31,2010,"CAMPBELL",22.484,0.45248790601244,10.17
33,2010,"CAROLINE",1183.863125,0.00895006236355105,10.6
36,2010,"CHARLES CITY",247.16,0.0182719052226552,4.52
37,2010,"CHARLOTTE",10.1,1.56482084690554,15.8
41,2010,"CHESTERFIELD",37.05,0.232363636363636,8.61
43,2010,"CLARKE",62.1,0.488489789196311,30.34
47,2010,"CULPEPER",147.502,0.360604268823076,53.19
53,2010,"DINWIDDIE",29.554526,0.511771990816582,15.13
57,2010,"ESSEX",311.73,0.0456321399094832,14.22
63,2010,"FLOYD",18.09,1.52623717751503,27.61
67,2010,"FRANKLIN",2,5.12785774767146,10.26
69,2010,"FREDERICK",12,3.53916013989459,42.47
81,2010,"GREENSVILLE",40.841,0.0192156891604706,0.78
83,2010,"HALIFAX",7.165,4.20833333333333,30.15
85,2010,"HANOVER",732.666278,0.112790947501383,82.64
87,2010,"HENRICO",2.2309,0.0385674495558575,0.09
93,2010,"ISLE OF WIGHT",86.5,0.0794646838873452,6.87
97,2010,"KING AND QUEEN",326.15,0.0204653341356247,6.67
99,2010,"KING GEORGE",179.86,0.0446869358277868,8.04
101,2010,"KING WILLIAM",925.226,0.013284040147059,12.29
107,2010,"LOUDOUN",33.229356,1.60928961748634,53.48
111,2010,"LUNENBURG",7.805,1.30023094688222,10.15
119,2010,"MIDDLESEX",24.6,0.140779697741511,3.46
121,2010,"MONTGOMERY",64.82,0.244581775160134,15.85
125,2010,"NELSON",401.27,0.0451328355346267,18.11
127,2010,"NEW KENT",108.73,0.161637040099215,17.57
131,2010,"NORTHAMPTON",595.271395,0.0129422670699437,7.7
139,2010,"PAGE",31.393,0.166260303262101,5.22
143,2010,"PITTSYLVANIA",15.39507,0.707463865780546,10.89
145,2010,"POWHATAN",5.4,1.10831395348837,5.98
165,2010,"ROCKINGHAM",628.1251,0.233059596296536,146.39
171,2010,"SHENANDOAH",87.725,0.714238300211713,62.66
175,2010,"SOUTHAMPTON",320.0703,0.0152946860043602,4.9
177,2010,"SPOTSYLVANIA",9.85,0.885530830499719,8.72
181,2010,"SURRY",87.089,0.148584327824544,12.94
183,2010,"SUSSEX",167.27,0.0421294857582188,7.05
193,2010,"WESTMORELAND",299.234,0.0340943069444158,10.2
550,2010,"CHESAPEAKE CITY",1.533239,7.42511552586477,11.38
800,2010,"SUFFOLK CITY",130,0.0721104830078936,9.37
1,2011,"ACCOMACK",2912.499712,0.00498294580304673,14.51
7,2011,"AMELIA",63.5,0.565431654141752,35.9
15,2011,"AUGUSTA",646.28625,0.111768446847221,72.23
19,2011,"BEDFORD",11.5149,1.02913793971114,11.85
31,2011,"CAMPBELL",54.349,0.45248790601244,24.59
33,2011,"CAROLINE",680.9,0.00895006236355105,6.09
36,2011,"CHARLES CITY",353.15,0.0182719052226552,6.45
37,2011,"CHARLOTTE",15.9,1.56482084690554,24.88
41,2011,"CHESTERFIELD",32.45,0.232363636363636,7.54
43,2011,"CLARKE",42.2,0.488489789196311,20.61
47,2011,"CULPEPER",205.12,0.360604268823076,73.97
53,2011,"DINWIDDIE",16.664,0.511771990816582,8.53
57,2011,"ESSEX",278.82,0.0456321399094832,12.72
63,2011,"FLOYD",16.56,1.52623717751503,25.27
69,2011,"FREDERICK",10,3.53916013989459,35.39
81,2011,"GREENSVILLE",27.27,0.0192156891604706,0.52
83,2011,"HALIFAX",3.092,4.20833333333333,13.01
85,2011,"HANOVER",465.1945,0.112790947501383,52.47
87,2011,"HENRICO",1.9278,0.0385674495558575,0.07
93,2011,"ISLE OF WIGHT",40.315,0.0794646838873452,3.2
97,2011,"KING AND QUEEN",134.53,0.0204653341356247,2.75
99,2011,"KING GEORGE",172.54,0.0446869358277868,7.71
101,2011,"KING WILLIAM",439.704,0.013284040147059,5.84
107,2011,"LOUDOUN",32.661098,1.60928961748634,52.56
111,2011,"LUNENBURG",3.8123,1.30023094688222,4.96
119,2011,"MIDDLESEX",61.8,0.140779697741511,8.7
121,2011,"MONTGOMERY",42.83,0.244581775160134,10.48
125,2011,"NELSON",428.226,0.0451328355346267,19.33
127,2011,"NEW KENT",49.382,0.161637040099215,7.98
131,2011,"NORTHAMPTON",1410.28676,0.0129422670699437,18.25
137,2011,"ORANGE",38,0.962727272727273,36.58
139,2011,"PAGE",33.46708,0.166260303262101,5.56
141,2011,"PATRICK",0.5,5.44,2.72
143,2011,"PITTSYLVANIA",42.67149,0.707463865780546,30.19
145,2011,"POWHATAN",3.78,1.10831395348837,4.19
147,2011,"PRINCE EDWARD",3.1968,31.5712768377276,100.93
153,2011,"PRINCE WILLIAM",71.3,0.757357289934748,54
165,2011,"ROCKINGHAM",375.030958,0.233059596296536,87.4
171,2011,"SHENANDOAH",79.554,0.714238300211713,56.82
175,2011,"SOUTHAMPTON",241.2895,0.0152946860043602,3.69
177,2011,"SPOTSYLVANIA",8.505,0.885530830499719,7.53
181,2011,"SURRY",29.74,0.148584327824544,4.42
183,2011,"SUSSEX",41.1,0.0421294857582188,1.73
193,2011,"WESTMORELAND",241.49,0.0340943069444158,8.23
550,2011,"CHESAPEAKE CITY",1.739638,7.42511552586477,12.92
800,2011,"SUFFOLK CITY",142.75,0.0721104830078936,10.29
1,2012,"ACCOMACK",3414.518315,0.00498294580304673,17.01
7,2012,"AMELIA",85.5,0.565431654141752,48.34
15,2012,"AUGUSTA",424.6243,0.111768446847221,47.46
19,2012,"BEDFORD",11.55,1.02913793971114,11.89
31,2012,"CAMPBELL",57.88,0.45248790601244,26.19
33,2012,"CAROLINE",792.39,0.00895006236355105,7.09
36,2012,"CHARLES CITY",405.611,0.0182719052226552,7.41
37,2012,"CHARLOTTE",15.3,1.56482084690554,23.94
41,2012,"CHESTERFIELD",22.9,0.232363636363636,5.32
43,2012,"CLARKE",46.58,0.488489789196311,22.75
47,2012,"CULPEPER",93.1449,0.360604268823076,33.59
53,2012,"DINWIDDIE",17.00596,0.511771990816582,8.7
57,2012,"ESSEX",351.4,0.0456321399094832,16.04
63,2012,"FLOYD",21.1,1.52623717751503,32.2
81,2012,"GREENSVILLE",32.252,0.0192156891604706,0.62
83,2012,"HALIFAX",2.139,4.20833333333333,9
85,2012,"HANOVER",560.29,0.112790947501383,63.2
87,2012,"HENRICO",100.69,0.0385674495558575,3.88
93,2012,"ISLE OF WIGHT",5.75,0.0794646838873452,0.46
97,2012,"KING AND QUEEN",246.17,0.0204653341356247,5.04
99,2012,"KING GEORGE",216.35,0.0446869358277868,9.67
101,2012,"KING WILLIAM",352.326,0.013284040147059,4.68
107,2012,"LOUDOUN",0.4321,1.60928961748634,0.7
111,2012,"LUNENBURG",6.76,1.30023094688222,8.79
119,2012,"MIDDLESEX",88.8,0.140779697741511,12.5
121,2012,"MONTGOMERY",65.645,0.244581775160134,16.06
125,2012,"NELSON",424.98,0.0451328355346267,19.18
127,2012,"NEW KENT",56.3,0.161637040099215,9.1
131,2012,"NORTHAMPTON",881.646009,0.0129422670699437,11.41
137,2012,"ORANGE",11,0.962727272727273,10.59
139,2012,"PAGE",51.94,0.166260303262101,8.64
143,2012,"PITTSYLVANIA",27.140785,0.707463865780546,19.2
145,2012,"POWHATAN",4,1.10831395348837,4.43
147,2012,"PRINCE EDWARD",0.05148,31.5712768377276,1.63
153,2012,"PRINCE WILLIAM",47.42,0.757357289934748,35.91
165,2012,"ROCKINGHAM",578.196,0.233059596296536,134.75
171,2012,"SHENANDOAH",31.96,0.714238300211713,22.83
175,2012,"SOUTHAMPTON",159.7402,0.0152946860043602,2.44
177,2012,"SPOTSYLVANIA",10.2,0.885530830499719,9.03
181,2012,"SURRY",22.35,0.148584327824544,3.32
183,2012,"SUSSEX",71.71,0.0421294857582188,3.02
193,2012,"WESTMORELAND",380.14,0.0340943069444158,12.96
800,2012,"SUFFOLK CITY",133.01,0.0721104830078936,9.59
1,2013,"ACCOMACK",2455.9686,0.00498294580304673,12.24
15,2013,"AUGUSTA",272.9134,0.111768446847221,30.5
19,2013,"BEDFORD",11.55,1.02913793971114,11.89
31,2013,"CAMPBELL",62.55,0.45248790601244,28.3
33,2013,"CAROLINE",352.624,0.00895006236355105,3.16
36,2013,"CHARLES CITY",164.02,0.0182719052226552,3
37,2013,"CHARLOTTE",6.75,1.56482084690554,10.56
41,2013,"CHESTERFIELD",20.6,0.232363636363636,4.79
43,2013,"CLARKE",42.88,0.488489789196311,20.95
47,2013,"CULPEPER",15.4677,0.360604268823076,5.58
53,2013,"DINWIDDIE",2.592,0.511771990816582,1.33
57,2013,"ESSEX",160.99,0.0456321399094832,7.35
63,2013,"FLOYD",12.113,1.52623717751503,18.49
81,2013,"GREENSVILLE",26.56,0.0192156891604706,0.51
83,2013,"HALIFAX",0.05,4.20833333333333,0.21
85,2013,"HANOVER",387.737,0.112790947501383,43.73
87,2013,"HENRICO",51.54,0.0385674495558575,1.99
97,2013,"KING AND QUEEN",145.63,0.0204653341356247,2.98
99,2013,"KING GEORGE",95.19,0.0446869358277868,4.25
101,2013,"KING WILLIAM",175.069,0.013284040147059,2.33
107,2013,"LOUDOUN",0.1829,1.60928961748634,0.29
119,2013,"MIDDLESEX",17.41,0.140779697741511,2.45
121,2013,"MONTGOMERY",26.69,0.244581775160134,6.53
125,2013,"NELSON",194.146221,0.0451328355346267,8.76
127,2013,"NEW KENT",47.8,0.161637040099215,7.73
131,2013,"NORTHAMPTON",739.678419,0.0129422670699437,9.57
137,2013,"ORANGE",1.8,0.962727272727273,1.73
139,2013,"PAGE",25.65,0.166260303262101,4.26
145,2013,"POWHATAN",0.5,1.10831395348837,0.55
153,2013,"PRINCE WILLIAM",63.794,0.757357289934748,48.31
165,2013,"ROCKINGHAM",189.61575,0.233059596296536,44.19
171,2013,"SHENANDOAH",10,0.714238300211713,7.14
175,2013,"SOUTHAMPTON",65.13,0.0152946860043602,1
177,2013,"SPOTSYLVANIA",0.07,0.885530830499719,0.06
181,2013,"SURRY",11.2,0.148584327824544,1.66
183,2013,"SUSSEX",14.9,0.0421294857582188,0.63
193,2013,"WESTMORELAND",834.9471,0.0340943069444158,28.47
550,2013,"CHESAPEAKE CITY",0.006829,7.42511552586477,0.05
800,2013,"SUFFOLK CITY",103.86,0.0721104830078936,7.49
1,2014,"ACCOMACK",3246.88297,0.00498294580304673,16.18
7,2014,"AMELIA",12.67,0.565431654141752,7.16
15,2014,"AUGUSTA",377.7,0.111768446847221,42.21
19,2014,"BEDFORD",11.55,1.02913793971114,11.89
31,2014,"CAMPBELL",112.41,0.45248790601244,50.86
33,2014,"CAROLINE",810.633,0.00895006236355105,7.26
36,2014,"CHARLES CITY",413.107,0.0182719052226552,7.55
37,2014,"CHARLOTTE",12.2,1.56482084690554,19.09
41,2014,"CHESTERFIELD",16.6,0.232363636363636,3.86
43,2014,"CLARKE",44.08,0.488489789196311,21.53
47,2014,"CULPEPER",44.5845,0.360604268823076,16.08
53,2014,"DINWIDDIE",12.72234832,0.511771990816582,6.51
57,2014,"ESSEX",311.47,0.0456321399094832,14.21
63,2014,"FLOYD",19.19,1.52623717751503,29.29
81,2014,"GREENSVILLE",28.11,0.0192156891604706,0.54
85,2014,"HANOVER",454.8596,0.112790947501383,51.3
87,2014,"HENRICO",112.91,0.0385674495558575,4.35
93,2014,"ISLE OF WIGHT",88.4,0.0794646838873452,7.02
97,2014,"KING AND QUEEN",318.88,0.0204653341356247,6.53
99,2014,"KING GEORGE",160.32,0.0446869358277868,7.16
101,2014,"KING WILLIAM",603.948,0.013284040147059,8.02
107,2014,"LOUDOUN",3.894,1.60928961748634,6.27
119,2014,"MIDDLESEX",118.98,0.140779697741511,16.75
121,2014,"MONTGOMERY",34.245,0.244581775160134,8.38
125,2014,"NELSON",381.733,0.0451328355346267,17.23
127,2014,"NEW KENT",67.087,0.161637040099215,10.84
131,2014,"NORTHAMPTON",848.864255,0.0129422670699437,10.99
137,2014,"ORANGE",1,0.962727272727273,0.96
139,2014,"PAGE",21.35,0.166260303262101,3.55
143,2014,"PITTSYLVANIA",14.36,0.707463865780546,10.16
153,2014,"PRINCE WILLIAM",10.52,0.757357289934748,7.97
165,2014,"ROCKINGHAM",369.2331,0.233059596296536,86.05
171,2014,"SHENANDOAH",10.114,0.714238300211713,7.22
175,2014,"SOUTHAMPTON",170.44,0.0152946860043602,2.61
177,2014,"SPOTSYLVANIA",3.109,0.885530830499719,2.75
181,2014,"SURRY",22.67,0.148584327824544,3.37
183,2014,"SUSSEX",50.75,0.0421294857582188,2.14
193,2014,"WESTMORELAND",764.65,0.0340943069444158,26.07
800,2014,"SUFFOLK CITY",111.68,0.0721104830078936,8.05
1,2015,"ACCOMACK",3573.13335,0.00498294580304673,17.8
7,2015,"AMELIA",26.52,0.565431654141752,15
15,2015,"AUGUSTA",386.345,0.111768446847221,43.18
19,2015,"BEDFORD",12.217,1.02913793971114,12.57
33,2015,"CAROLINE",553.253,0.00895006236355105,4.95
36,2015,"CHARLES CITY",314.87,0.0182719052226552,5.75
37,2015,"CHARLOTTE",7.8,1.56482084690554,12.21
41,2015,"CHESTERFIELD",13.1,0.232363636363636,3.04
43,2015,"CLARKE",19.68,0.488489789196311,9.61
47,2015,"CULPEPER",41.828,0.360604268823076,15.08
53,2015,"DINWIDDIE",6.397,0.511771990816582,3.27
57,2015,"ESSEX",146.72,0.0456321399094832,6.7
63,2015,"FLOYD",16.722,1.52623717751503,25.52
67,2015,"FRANKLIN",1,5.12785774767146,5.13
81,2015,"GREENSVILLE",34.6,0.0192156891604706,0.66
83,2015,"HALIFAX",0.298,4.20833333333333,1.25
85,2015,"HANOVER",450.0197,0.112790947501383,50.76
87,2015,"HENRICO",167.37,0.0385674495558575,6.46
93,2015,"ISLE OF WIGHT",78.2,0.0794646838873452,6.21
97,2015,"KING AND QUEEN",319.62036,0.0204653341356247,6.54
99,2015,"KING GEORGE",80.22,0.0446869358277868,3.58
101,2015,"KING WILLIAM",424.781,0.013284040147059,5.64
107,2015,"LOUDOUN",7.732,1.60928961748634,12.44
119,2015,"MIDDLESEX",157.58,0.140779697741511,22.18
121,2015,"MONTGOMERY",43.0552,0.244581775160134,10.53
125,2015,"NELSON",374.2,0.0451328355346267,16.89
127,2015,"NEW KENT",10.1,0.161637040099215,1.63
131,2015,"NORTHAMPTON",804.809953,0.0129422670699437,10.42
137,2015,"ORANGE",2,0.962727272727273,1.93
139,2015,"PAGE",22.792,0.166260303262101,3.79
145,2015,"POWHATAN",1,1.10831395348837,1.11
153,2015,"PRINCE WILLIAM",9.99,0.757357289934748,7.57
165,2015,"ROCKINGHAM",258.2151,0.233059596296536,60.18
171,2015,"SHENANDOAH",13.63,0.714238300211713,9.74
175,2015,"SOUTHAMPTON",160.031,0.0152946860043602,2.45
177,2015,"SPOTSYLVANIA",4.954,0.885530830499719,4.39
181,2015,"SURRY",26.4,0.148584327824544,3.92
183,2015,"SUSSEX",79.306,0.0421294857582188,3.34
193,2015,"WESTMORELAND",611.9352,0.0340943069444158,20.86
550,2015,"CHESAPEAKE CITY",0.668579,7.42511552586477,4.96
800,2015,"SUFFOLK CITY",119.5,0.0721104830078936,8.62
1,2016,"ACCOMACK",1841.99955,0.00498294580304673,9.18
7,2016,"AMELIA",13.696,0.565431654141752,7.74
15,2016,"AUGUSTA",1009.7517,0.111768446847221,112.86
19,2016,"BEDFORD",14.808,1.02913793971114,15.24
31,2016,"CAMPBELL",126.06,0.45248790601244,57.04
33,2016,"CAROLINE",544.816,0.00895006236355105,4.88
36,2016,"CHARLES CITY",387.29,0.0182719052226552,7.08
37,2016,"CHARLOTTE",6,1.56482084690554,9.39
43,2016,"CLARKE",14.46,0.488489789196311,7.06
47,2016,"CULPEPER",60.2215,0.360604268823076,21.72
53,2016,"DINWIDDIE",29.152,0.511771990816582,14.92
57,2016,"ESSEX",349.01,0.0456321399094832,15.93
63,2016,"FLOYD",20.555,1.52623717751503,31.37
81,2016,"GREENSVILLE",36.3176,0.0192156891604706,0.7
85,2016,"HANOVER",465.28314,0.112790947501383,52.48
87,2016,"HENRICO",109.05,0.0385674495558575,4.21
93,2016,"ISLE OF WIGHT",88.5,0.0794646838873452,7.03
97,2016,"KING AND QUEEN",279.188,0.0204653341356247,5.71
99,2016,"KING GEORGE",197.865,0.0446869358277868,8.84
101,2016,"KING WILLIAM",214.4602,0.013284040147059,2.85
107,2016,"LOUDOUN",7.159,1.60928961748634,11.52
119,2016,"MIDDLESEX",13.7,0.140779697741511,1.93
121,2016,"MONTGOMERY",46.9059,0.244581775160134,11.47
125,2016,"NELSON",371.41,0.0451328355346267,16.76
127,2016,"NEW KENT",111.148,0.161637040099215,17.97
131,2016,"NORTHAMPTON",491.872313,0.0129422670699437,6.37
137,2016,"ORANGE",0.7,0.962727272727273,0.67
139,2016,"PAGE",25.71,0.166260303262101,4.27
145,2016,"POWHATAN",3.5,1.10831395348837,3.88
153,2016,"PRINCE WILLIAM",49.1,0.757357289934748,37.19
165,2016,"ROCKINGHAM",332.261528,0.233059596296536,77.44
171,2016,"SHENANDOAH",9.35,0.714238300211713,6.68
175,2016,"SOUTHAMPTON",149.6867,0.0152946860043602,2.29
177,2016,"SPOTSYLVANIA",0.287,0.885530830499719,0.25
181,2016,"SURRY",34.79,0.148584327824544,5.17
183,2016,"SUSSEX",251.65,0.0421294857582188,10.6
193,2016,"WESTMORELAND",283.377,0.0340943069444158,9.66
550,2016,"CHESAPEAKE CITY",0.855503,7.42511552586477,6.35
800,2016,"SUFFOLK CITY",130.55,0.0721104830078936,9.41
1,2017,"ACCOMACK",1673.84777,0.00498294580304673,8.34
7,2017,"AMELIA",9.343,0.565431654141752,5.28
15,2017,"AUGUSTA",175.66,0.111768446847221,19.63
19,2017,"BEDFORD",16.15,1.02913793971114,16.62
31,2017,"CAMPBELL",121.59,0.45248790601244,55.02
33,2017,"CAROLINE",543.92,0.00895006236355105,4.87
36,2017,"CHARLES CITY",344.0851,0.0182719052226552,6.29
37,2017,"CHARLOTTE",15.35,1.56482084690554,24.02
43,2017,"CLARKE",16.56,0.488489789196311,8.09
47,2017,"CULPEPER",81.2651,0.360604268823076,29.3
53,2017,"DINWIDDIE",31.129,0.511771990816582,15.93
57,2017,"ESSEX",340.34,0.0456321399094832,15.53
63,2017,"FLOYD",31.672,1.52623717751503,48.34
81,2017,"GREENSVILLE",48.91836,0.0192156891604706,0.94
85,2017,"HANOVER",583.82644,0.112790947501383,65.85
87,2017,"HENRICO",97.14,0.0385674495558575,3.75
93,2017,"ISLE OF WIGHT",71.1,0.0794646838873452,5.65
97,2017,"KING AND QUEEN",418.6888,0.0204653341356247,8.57
99,2017,"KING GEORGE",191.501113,0.0446869358277868,8.56
101,2017,"KING WILLIAM",285.391,0.013284040147059,3.79
119,2017,"MIDDLESEX",22.39,0.140779697741511,3.15
121,2017,"MONTGOMERY",42.2739,0.244581775160134,10.34
125,2017,"NELSON",474.32,0.0451328355346267,21.41
127,2017,"NEW KENT",24.19,0.161637040099215,3.91
131,2017,"NORTHAMPTON",529.24973,0.0129422670699437,6.85
139,2017,"PAGE",25.55,0.166260303262101,4.25
145,2017,"POWHATAN",4.3,1.10831395348837,4.77
153,2017,"PRINCE WILLIAM",14.541,0.757357289934748,11.01
161,2017,"ROANOKE",0.75,11.6714009661836,8.75
165,2017,"ROCKINGHAM",254.245,0.233059596296536,59.25
171,2017,"SHENANDOAH",36.38,0.714238300211713,25.98
175,2017,"SOUTHAMPTON",138.2595,0.0152946860043602,2.11
177,2017,"SPOTSYLVANIA",0.146,0.885530830499719,0.13
181,2017,"SURRY",43.719,0.148584327824544,6.5
183,2017,"SUSSEX",195.364,0.0421294857582188,8.23
193,2017,"WESTMORELAND",321.7426,0.0340943069444158,10.97
550,2017,"CHESAPEAKE CITY",0.896212,7.42511552586477,6.65
800,2017,"SUFFOLK CITY",111.95,0.0721104830078936,8.07
